session_id;username;time;position;velocity;rotation;current_lap
2;manelmm3;29/11/2019 20:23:38;427.2, 0.0, 367.0;21.5, 0.0, -32.7;0.0, 1.0, 0.0, 0.3;8
2;manelmm3;29/11/2019 20:23:38;433.6, 0.0, 356.6;18.9, 0.0, -32.7;0.0, 1.0, 0.0, 0.2;8
2;manelmm3;29/11/2019 20:23:39;438.5, 0.0, 346.6;12.7, 0.0, -33.8;0.0, 1.0, 0.0, 0.2;8
2;manelmm3;29/11/2019 20:23:39;440.7, 0.0, 336.3;3.0, 0.0, -34.7;0.0, 1.0, 0.0, 0.0;8
2;manelmm3;29/11/2019 20:23:39;440.6, 0.0, 326.0;-2.6, 0.0, -33.5;0.0, 1.0, 0.0, -0.1;8
2;manelmm3;29/11/2019 20:23:39;438.8, 0.0, 316.4;-9.4, 0.0, -30.7;0.0, 1.0, 0.0, -0.2;8
2;manelmm3;29/11/2019 20:23:40;434.6, 0.0, 308.0;-17.6, 0.0, -24.7;0.0, 0.9, 0.0, -0.3;8
2;manelmm3;29/11/2019 20:23:40;428.2, 0.0, 301.9;-23.9, 0.0, -17.4;0.0, 0.9, 0.0, -0.5;8
2;manelmm3;29/11/2019 20:23:40;419.9, 0.0, 297.1;-27.5, 0.0, -12.9;0.0, 0.8, 0.0, -0.6;8
2;manelmm3;29/11/2019 20:23:41;411.3, 0.0, 293.6;-29.5, 0.0, -10.8;0.0, 0.8, 0.0, -0.6;8
2;manelmm3;29/11/2019 20:23:41;402.3, 0.0, 290.5;-30.4, 0.0, -11.1;0.0, 0.8, 0.0, -0.6;8
2;manelmm3;29/11/2019 20:23:41;393.3, 0.0, 286.8;-28.9, 0.0, -13.6;0.0, 0.8, 0.0, -0.5;8
2;manelmm3;29/11/2019 20:23:42;385.1, 0.0, 282.3;-25.8, 0.0, -16.8;0.0, 0.9, 0.0, -0.5;8
2;manelmm3;29/11/2019 20:23:42;378.4, 0.1, 276.3;-19.0, 0.0, -22.5;0.0, 0.9, 0.0, -0.3;8
2;manelmm3;29/11/2019 20:23:42;373.3, 0.0, 268.6;-13.9, -0.1, -25.1;0.0, 1.0, 0.0, -0.2;8
2;manelmm3;29/11/2019 20:23:42;369.5, 0.0, 260.7;-11.6, 0.0, -27.0;0.0, 1.0, 0.0, -0.2;8
2;manelmm3;29/11/2019 20:23:43;366.4, 0.0, 252.3;-9.4, 0.0, -28.9;0.0, 1.0, 0.0, -0.1;8
2;manelmm3;29/11/2019 20:23:43;363.8, 0.1, 243.4;-8.0, 0.5, -30.4;0.0, 1.0, 0.0, -0.1;8
2;manelmm3;29/11/2019 20:23:43;361.5, 0.2, 234.1;-7.6, 0.1, -31.5;0.0, 1.0, 0.0, -0.1;8
2;manelmm3;29/11/2019 20:23:44;359.4, 0.1, 223.8;-5.3, -0.3, -32.9;0.0, 1.0, 0.0, -0.1;8
2;manelmm3;29/11/2019 20:23:44;358.2, 0.0, 213.9;-3.2, -0.1, -32.5;0.0, 1.0, 0.0, 0.0;8
2;manelmm3;29/11/2019 20:23:44;357.5, 0.0, 204.7;-1.8, 0.0, -29.5;0.0, 1.0, 0.0, 0.0;8
2;manelmm3;29/11/2019 20:23:45;356.8, 0.0, 196.4;-3.9, 0.0, -26.1;0.0, 1.0, 0.0, -0.1;8
2;manelmm3;29/11/2019 20:23:45;354.7, 0.0, 189.3;-9.5, 0.0, -20.8;0.0, 1.0, 0.0, -0.2;8
2;manelmm3;29/11/2019 20:23:45;351.0, 0.1, 184.0;-14.9, 0.5, -14.6;0.0, 0.9, 0.0, -0.4;8
2;manelmm3;29/11/2019 20:23:46;345.7, 0.0, 180.4;-18.0, 0.0, -7.1;0.0, 0.8, 0.0, -0.6;8
2;manelmm3;29/11/2019 20:23:46;339.9, 0.1, 179.6;-17.9, 0.0, 1.5;0.0, 0.7, 0.0, -0.7;8
2;manelmm3;29/11/2019 20:23:46;334.8, 0.1, 181.2;-16.6, 0.0, 8.3;0.0, 0.5, 0.0, -0.9;8
2;manelmm3;29/11/2019 20:23:46;329.8, 0.1, 184.3;-16.3, 0.0, 11.5;0.0, 0.4, 0.0, -0.9;8
2;manelmm3;29/11/2019 20:23:47;324.9, 0.1, 188.0;-16.7, 0.0, 13.3;0.0, 0.4, 0.0, -0.9;8
2;manelmm3;29/11/2019 20:23:47;319.8, 0.1, 192.2;-17.4, 0.0, 14.5;0.0, 0.4, 0.0, -0.9;8
2;manelmm3;29/11/2019 20:23:47;314.0, 0.0, 197.1;-18.3, 0.0, 15.6;0.0, 0.4, 0.0, -0.9;8
2;manelmm3;29/11/2019 20:23:48;308.4, 0.0, 201.9;-19.2, 0.0, 16.5;0.0, 0.4, 0.0, -0.9;8
2;manelmm3;29/11/2019 20:23:48;302.5, 0.0, 207.0;-20.1, 0.0, 17.4;0.0, 0.4, 0.0, -0.9;8
2;manelmm3;29/11/2019 20:23:48;295.9, 0.0, 212.7;-21.0, 0.0, 18.2;0.0, 0.4, 0.0, -0.9;8
2;manelmm3;29/11/2019 20:23:49;289.5, 0.0, 218.3;-21.9, 0.0, 19.0;0.0, 0.4, 0.0, -0.9;8
2;manelmm3;29/11/2019 20:23:49;282.8, 0.0, 224.1;-22.7, 0.0, 19.7;0.0, 0.4, 0.0, -0.9;8
2;manelmm3;29/11/2019 20:23:49;275.3, 0.0, 230.6;-23.6, 0.0, 20.5;0.0, 0.4, 0.0, -0.9;8
2;manelmm3;29/11/2019 20:23:49;268.1, 0.0, 236.8;-24.4, 0.0, 21.2;0.0, 0.4, 0.0, -0.9;8
2;manelmm3;29/11/2019 20:23:50;260.7, 0.0, 243.3;-25.1, 0.0, 21.8;0.0, 0.4, 0.0, -0.9;8
2;manelmm3;29/11/2019 20:23:50;253.0, 0.0, 249.9;-25.9, 0.0, 22.5;0.0, 0.4, 0.0, -0.9;8
2;manelmm3;29/11/2019 20:23:50;244.6, 0.0, 257.3;-26.6, 0.0, 23.1;0.0, 0.4, 0.0, -0.9;8
2;manelmm3;29/11/2019 20:23:51;236.5, 0.0, 264.3;-27.3, 0.0, 23.7;0.0, 0.4, 0.0, -0.9;8
2;manelmm3;29/11/2019 20:23:51;228.2, 0.0, 271.5;-28.0, 0.0, 24.3;0.0, 0.4, 0.0, -0.9;8
2;manelmm3;29/11/2019 20:23:51;219.9, 0.0, 278.8;-27.6, 0.0, 24.0;0.0, 0.4, 0.0, -0.9;8
2;manelmm3;29/11/2019 20:23:52;211.7, 0.0, 285.9;-26.8, 0.0, 23.3;0.0, 0.4, 0.0, -0.9;8
2;manelmm3;29/11/2019 20:23:52;203.3, 0.0, 293.2;-25.6, 0.0, 22.8;0.0, 0.4, 0.0, -0.9;8
2;manelmm3;29/11/2019 20:23:52;196.5, 0.0, 300.6;-18.9, 0.0, 26.8;0.0, 0.3, 0.0, -1.0;8
2;manelmm3;29/11/2019 20:23:53;192.1, 0.1, 309.1;-11.5, 0.1, 29.5;0.0, 0.1, 0.0, -1.0;8
2;manelmm3;29/11/2019 20:23:53;189.4, 0.0, 318.1;-7.1, 0.1, 29.7;0.0, 0.1, 0.0, -1.0;8
2;manelmm3;29/11/2019 20:23:53;188.1, 0.0, 326.9;-1.4, 0.0, 29.3;0.0, 0.0, 0.0, -1.0;8
2;manelmm3;29/11/2019 20:23:53;188.5, 0.0, 335.5;4.2, 0.0, 27.8;0.0, -0.1, 0.0, -1.0;8
2;manelmm3;29/11/2019 20:23:54;190.9, 0.0, 343.4;11.4, 0.0, 24.4;0.0, -0.2, 0.0, -1.0;8
2;manelmm3;29/11/2019 20:23:54;195.7, 0.0, 350.2;17.4, 0.0, 19.3;0.0, -0.4, 0.0, -0.9;8
2;manelmm3;29/11/2019 20:23:54;201.4, 0.0, 355.6;20.4, 0.0, 17.2;0.0, -0.4, 0.0, -0.9;8
2;manelmm3;29/11/2019 20:23:55;207.8, 0.0, 360.7;22.3, 0.0, 16.6;0.0, -0.5, 0.0, -0.9;8
2;manelmm3;29/11/2019 20:23:55;214.8, 0.0, 365.6;23.7, 0.0, 16.6;0.0, -0.5, 0.0, -0.9;8
2;manelmm3;29/11/2019 20:23:55;222.2, 0.0, 370.5;25.7, 0.0, 15.4;0.0, -0.5, 0.0, -0.9;8
2;manelmm3;29/11/2019 20:23:56;230.8, 0.0, 375.0;28.2, 0.0, 13.1;0.0, -0.5, 0.0, -0.8;8
2;manelmm3;29/11/2019 20:23:56;239.6, 0.0, 378.7;29.9, 0.0, 11.7;0.0, -0.6, 0.0, -0.8;8
2;manelmm3;29/11/2019 20:23:56;248.8, 0.0, 382.1;31.2, 0.0, 11.0;0.0, -0.6, 0.0, -0.8;8
2;manelmm3;29/11/2019 20:23:56;258.4, 0.0, 385.3;32.5, 0.0, 10.4;0.0, -0.6, 0.0, -0.8;8
2;manelmm3;29/11/2019 20:23:57;268.4, 0.0, 388.0;34.1, 0.0, 7.9;0.0, -0.6, 0.0, -0.8;8
2;manelmm3;29/11/2019 20:23:57;278.8, 0.0, 390.1;35.4, 0.0, 6.4;0.0, -0.7, 0.0, -0.8;8
2;manelmm3;29/11/2019 20:23:57;289.6, 0.0, 391.9;36.4, 0.0, 5.5;0.0, -0.7, 0.0, -0.8;8
2;manelmm3;29/11/2019 20:23:58;300.7, 0.0, 393.4;37.4, 0.0, 4.9;0.0, -0.7, 0.0, -0.7;8
2;manelmm3;29/11/2019 20:23:58;312.8, 0.0, 394.8;38.4, 0.0, 3.5;0.0, -0.7, 0.0, -0.7;8
2;manelmm3;29/11/2019 20:23:58;324.5, 0.0, 395.6;39.3, 0.0, 2.0;0.0, -0.7, 0.0, -0.7;8
2;manelmm3;29/11/2019 20:23:59;336.4, 0.2, 396.0;39.9, 1.9, 1.1;0.0, -0.7, 0.0, -0.7;9
2;manelmm3;29/11/2019 20:23:59;348.2, 0.2, 396.4;38.9, -1.9, 1.0;0.0, -0.7, 0.0, -0.7;9
2;manelmm3;29/11/2019 20:23:59;360.3, 0.1, 396.4;41.3, 0.2, -0.2;0.0, -0.7, 0.0, -0.7;9
2;manelmm3;29/11/2019 20:24:00;373.6, 0.0, 396.2;42.2, 0.0, -0.9;0.0, -0.7, 0.0, -0.7;9
2;manelmm3;29/11/2019 20:24:00;386.3, 0.0, 395.5;41.8, 0.0, -5.4;0.0, -0.8, 0.0, -0.7;9
2;manelmm3;29/11/2019 20:24:00;398.3, 0.0, 392.6;38.2, 0.0, -14.0;0.0, -0.8, 0.0, -0.5;9
2;manelmm3;29/11/2019 20:24:00;409.1, 0.0, 387.2;33.7, 0.0, -20.3;0.0, -0.9, 0.0, -0.5;9
2;manelmm3;29/11/2019 20:24:01;418.6, 0.0, 380.6;30.3, 0.0, -23.4;0.0, -0.9, 0.0, -0.4;9
2;manelmm3;29/11/2019 20:24:01;427.4, 0.0, 372.1;23.9, 0.0, -29.9;0.0, -1.0, 0.0, -0.3;9
2;manelmm3;29/11/2019 20:24:01;433.0, 0.0, 362.1;14.2, 0.0, -36.1;0.0, -1.0, 0.0, -0.1;9
2;manelmm3;29/11/2019 20:24:02;436.0, 0.0, 350.8;7.1, 0.0, -38.7;0.0, -1.0, 0.0, 0.0;9
2;manelmm3;29/11/2019 20:24:02;437.4, 0.0, 339.0;2.7, 0.0, -39.9;0.0, -1.0, 0.0, 0.0;9
2;manelmm3;29/11/2019 20:24:02;437.8, 0.0, 326.9;0.1, 0.0, -40.7;0.0, -1.0, 0.0, 0.0;9
2;manelmm3;29/11/2019 20:24:03;436.9, 0.0, 314.7;-6.3, 0.0, -39.7;0.0, -1.0, 0.0, 0.1;9
2;manelmm3;29/11/2019 20:24:03;433.3, 0.0, 303.6;-17.5, 0.0, -34.0;0.0, -1.0, 0.0, 0.3;9
2;manelmm3;29/11/2019 20:24:03;425.9, 0.1, 294.4;-27.8, 0.8, -23.0;0.0, -0.9, 0.0, 0.5;9
2;manelmm3;29/11/2019 20:24:03;416.7, 0.1, 288.8;-32.9, -0.5, -14.9;0.0, -0.8, 0.0, 0.6;9
2;manelmm3;29/11/2019 20:24:04;406.3, 0.0, 285.8;-35.9, 0.1, -7.1;0.0, -0.7, 0.0, 0.7;9
2;manelmm3;29/11/2019 20:24:04;395.8, 0.0, 283.0;-32.8, 0.0, -13.5;0.0, -0.8, 0.0, 0.6;9
2;manelmm3;29/11/2019 20:24:04;387.6, 0.4, 276.8;-21.9, 2.1, -25.6;0.0, -0.9, -0.1, 0.3;9
2;manelmm3;29/11/2019 20:24:05;381.0, 0.6, 268.6;-19.2, -0.8, -26.1;0.1, -1.0, 0.0, 0.1;9
2;manelmm3;29/11/2019 20:24:05;376.6, 0.2, 260.2;-10.4, -1.2, -29.0;0.1, -1.0, 0.0, 0.0;9
2;manelmm3;29/11/2019 20:24:05;375.1, 0.1, 251.5;-0.4, -0.1, -28.7;0.0, -1.0, 0.0, -0.2;9
2;manelmm3;29/11/2019 20:24:06;375.3, 0.7, 243.4;-2.4, 5.0, -23.6;0.1, -1.0, -0.1, -0.1;9
2;manelmm3;29/11/2019 20:24:06;374.0, 2.4, 236.8;-6.6, 6.2, -20.4;0.1, -1.0, -0.2, 0.2;9
2;manelmm3;29/11/2019 20:24:06;371.9, 3.7, 230.8;-6.7, 2.6, -19.8;0.3, -0.9, 0.0, 0.3;9
2;manelmm3;29/11/2019 20:24:06;370.0, 3.9, 225.0;-6.0, -0.8, -19.3;0.5, -0.8, 0.1, 0.4;9
2;manelmm3;29/11/2019 20:24:07;368.2, 3.1, 218.9;-5.2, -4.1, -18.9;0.6, -0.6, 0.2, 0.4;9
2;manelmm3;29/11/2019 20:24:07;366.8, 2.4, 213.7;-4.5, -3.3, -17.0;0.5, -0.4, 0.4, 0.6;9
2;manelmm3;29/11/2019 20:24:07;366.5, 3.1, 209.6;-0.6, 1.3, -13.2;0.2, 0.4, 0.3, 0.8;9
2;manelmm3;29/11/2019 20:24:08;366.4, 2.9, 205.7;-0.4, -2.0, -12.9;-0.3, 0.9, 0.0, 0.4;9
2;manelmm3;29/11/2019 20:24:08;366.4, 2.4, 202.1;2.3, 3.5, -9.4;-0.5, 0.7, -0.3, -0.3;9
2;manelmm3;29/11/2019 20:24:08;367.2, 2.9, 199.3;2.5, 0.4, -9.2;-0.4, 0.2, -0.4, -0.8;9
2;manelmm3;29/11/2019 20:24:09;367.9, 2.6, 196.6;2.6, -2.7, -9.0;-0.1, -0.3, -0.3, -0.9;9
2;manelmm3;29/11/2019 20:24:09;368.8, 1.1, 193.7;2.7, -6.0, -8.8;0.3, -0.8, 0.0, -0.6;9
2;manelmm3;29/11/2019 20:24:09;369.7, 0.0, 191.3;3.2, -0.9, -7.5;0.0, -1.0, 0.0, -0.2;9
2;manelmm3;29/11/2019 20:24:10;370.5, 0.1, 189.1;2.4, -0.4, -7.5;0.0, -1.0, 0.0, -0.2;9
2;manelmm3;29/11/2019 20:24:10;371.1, 0.1, 186.7;1.2, 0.0, -8.6;0.0, -1.0, 0.0, -0.1;9
2;manelmm3;29/11/2019 20:24:10;370.8, 0.1, 183.7;-3.1, 0.0, -9.8;0.0, -1.0, 0.0, 0.1;9
2;manelmm3;29/11/2019 20:24:10;369.2, 0.1, 180.8;-6.8, 0.0, -9.8;0.0, -1.0, 0.0, 0.3;9
2;manelmm3;29/11/2019 20:24:11;366.9, 0.1, 177.7;-8.9, 0.0, -10.2;0.0, -0.9, 0.0, 0.3;9
2;manelmm3;29/11/2019 20:24:11;363.6, 0.1, 175.1;-12.9, 0.0, -7.0;0.0, -0.9, 0.0, 0.5;9
2;manelmm3;29/11/2019 20:24:11;358.8, 0.1, 173.6;-16.0, 0.0, -2.7;0.0, -0.8, 0.0, 0.6;9
2;manelmm3;29/11/2019 20:24:12;353.8, 0.1, 173.1;-17.7, 0.0, -1.1;0.0, -0.7, 0.0, 0.7;9
2;manelmm3;29/11/2019 20:24:12;348.2, 0.1, 173.1;-19.0, 0.0, 1.5;0.0, -0.7, 0.0, 0.7;9
2;manelmm3;29/11/2019 20:24:12;342.3, 0.1, 174.0;-20.1, 0.0, 4.0;0.0, -0.6, 0.0, 0.8;9
2;manelmm3;29/11/2019 20:24:13;336.2, 0.1, 175.6;-20.3, 0.0, 7.4;0.0, -0.6, 0.0, 0.8;9
2;manelmm3;29/11/2019 20:24:13;330.3, 0.1, 178.6;-19.6, 0.0, 11.9;0.0, -0.5, 0.0, 0.9;9
2;manelmm3;29/11/2019 20:24:13;324.0, 0.0, 182.9;-19.4, 0.0, 14.6;0.0, -0.4, 0.0, 0.9;9
2;manelmm3;29/11/2019 20:24:13;318.4, 0.0, 187.8;-18.0, 0.0, 18.0;0.0, -0.4, 0.0, 0.9;9
2;manelmm3;29/11/2019 20:24:14;313.2, 0.0, 193.6;-17.3, 0.0, 20.2;0.0, -0.3, 0.0, 0.9;9
2;manelmm3;29/11/2019 20:24:14;307.9, 0.0, 199.8;-18.0, 0.0, 21.1;0.0, -0.3, 0.0, 0.9;9
2;manelmm3;29/11/2019 20:24:14;302.3, 0.0, 206.3;-18.8, 0.0, 22.0;0.0, -0.3, 0.0, 0.9;9
2;manelmm3;29/11/2019 20:24:15;296.6, 0.0, 213.0;-19.5, 0.0, 22.8;0.0, -0.3, 0.0, 0.9;9
2;manelmm3;29/11/2019 20:24:15;290.4, 0.0, 219.9;-21.3, 0.0, 22.6;0.0, -0.4, 0.0, 0.9;9
2;manelmm3;29/11/2019 20:24:15;283.3, 0.0, 227.1;-22.8, 0.0, 22.7;0.0, -0.4, 0.0, 0.9;9
2;manelmm3;29/11/2019 20:24:16;276.3, 0.0, 234.0;-24.0, 0.0, 23.0;0.0, -0.4, 0.0, 0.9;9
2;manelmm3;29/11/2019 20:24:16;268.9, 0.0, 240.9;-24.9, 0.0, 23.4;0.0, -0.4, 0.0, 0.9;9
2;manelmm3;29/11/2019 20:24:16;261.3, 0.0, 248.0;-25.9, 0.0, 23.7;0.0, -0.4, 0.0, 0.9;9
2;manelmm3;29/11/2019 20:24:17;253.1, 0.0, 254.9;-28.4, 0.0, 22.2;0.0, -0.4, 0.0, 0.9;9
2;manelmm3;29/11/2019 20:24:17;244.3, 0.0, 261.4;-30.2, 0.0, 21.3;0.0, -0.5, 0.0, 0.9;9
2;manelmm3;29/11/2019 20:24:17;234.4, 0.0, 268.1;-31.6, 0.0, 20.8;0.0, -0.5, 0.0, 0.9;9
2;manelmm3;29/11/2019 20:24:17;224.8, 0.0, 274.3;-32.7, 0.0, 20.6;0.0, -0.5, 0.0, 0.9;9
2;manelmm3;29/11/2019 20:24:18;214.8, 0.0, 280.5;-33.6, 0.0, 20.7;0.0, -0.5, 0.0, 0.9;9
2;manelmm3;29/11/2019 20:24:18;205.0, 0.0, 287.2;-30.4, 0.0, 25.5;0.0, -0.4, 0.0, 0.9;9
2;manelmm3;29/11/2019 20:24:18;197.7, 0.0, 296.2;-18.2, 0.0, 33.3;0.0, -0.2, 0.0, 1.0;9
2;manelmm3;29/11/2019 20:24:19;194.4, 0.1, 307.5;-4.6, 0.6, 36.0;0.0, 0.0, 0.0, 1.0;9
2;manelmm3;29/11/2019 20:24:19;194.2, 0.1, 318.2;3.7, 0.3, 35.1;0.0, 0.1, 0.0, 1.0;9
2;manelmm3;29/11/2019 20:24:19;196.5, 0.3, 328.6;10.1, 0.7, 34.2;0.0, 0.2, 0.0, 1.0;9
2;manelmm3;29/11/2019 20:24:20;200.1, 0.4, 338.7;13.4, 0.1, 33.7;0.0, 0.2, 0.0, 1.0;9
2;manelmm3;29/11/2019 20:24:20;204.8, 0.3, 349.5;15.3, -1.9, 33.0;0.0, 0.2, 0.1, 1.0;9
2;manelmm3;29/11/2019 20:24:20;210.2, 0.0, 359.1;21.8, 0.6, 30.9;0.0, 0.3, 0.0, 0.9;9
2;manelmm3;29/11/2019 20:24:20;217.7, 0.0, 367.7;27.5, 0.0, 26.9;0.0, 0.4, 0.0, 0.9;9
2;manelmm3;29/11/2019 20:24:21;226.5, 0.0, 375.3;31.0, 0.0, 24.0;0.0, 0.5, 0.0, 0.9;9
2;manelmm3;29/11/2019 20:24:21;237.1, 0.0, 382.2;34.9, 0.0, 19.1;0.0, 0.5, 0.0, 0.8;9
2;manelmm3;29/11/2019 20:24:21;248.0, 0.0, 387.4;37.0, 0.0, 16.5;0.0, 0.6, 0.0, 0.8;9
2;manelmm3;29/11/2019 20:24:22;259.1, 0.0, 392.5;37.3, 0.0, 17.5;0.0, 0.5, 0.0, 0.8;9
2;manelmm3;29/11/2019 20:24:22;270.6, 0.0, 397.4;39.1, 0.0, 15.0;0.0, 0.6, 0.0, 0.8;9
2;manelmm3;29/11/2019 20:24:22;282.6, 0.0, 401.2;41.3, 0.0, 10.1;0.0, 0.6, 0.0, 0.8;9
2;manelmm3;29/11/2019 20:24:23;296.1, 0.0, 403.7;42.8, 0.0, 5.5;0.0, 0.7, 0.0, 0.7;9
2;manelmm3;29/11/2019 20:24:23;309.1, 0.0, 404.2;43.6, 0.0, -1.4;0.0, 0.7, 0.0, 0.7;9
2;manelmm3;29/11/2019 20:24:23;322.2, 0.0, 402.9;43.8, 0.0, -6.2;0.0, 0.8, 0.0, 0.6;9
2;manelmm3;29/11/2019 20:24:24;335.4, 0.2, 400.9;44.2, 2.5, -6.9;0.0, 0.8, 0.0, 0.6;10
2;manelmm3;29/11/2019 20:24:24;348.5, 0.2, 398.9;42.9, -2.0, -6.7;0.0, 0.8, 0.0, 0.7;10
2;manelmm3;29/11/2019 20:24:24;361.9, 0.1, 397.6;45.6, 0.2, -2.8;0.0, 0.7, 0.0, 0.7;10
2;manelmm3;29/11/2019 20:24:24;376.6, 0.0, 397.1;46.4, 0.0, -0.6;0.0, 0.7, 0.0, 0.7;10
2;manelmm3;29/11/2019 20:24:25;390.6, 0.0, 396.9;46.3, 0.0, -3.1;0.0, 0.7, 0.0, 0.7;10
2;manelmm3;29/11/2019 20:24:25;403.8, 0.0, 393.9;41.0, 0.0, -17.0;0.0, 0.9, 0.0, 0.5;10
2;manelmm3;29/11/2019 20:24:25;414.4, 0.0, 386.6;29.7, 0.0, -29.7;0.0, 1.0, 0.0, 0.3;10
2;manelmm3;29/11/2019 20:24:26;421.5, 0.0, 376.6;19.3, 0.0, -35.3;0.0, 1.0, 0.0, 0.2;10
2;manelmm3;29/11/2019 20:24:26;426.2, 0.0, 365.8;13.7, 0.2, -36.0;0.0, 1.0, 0.0, 0.1;10
2;manelmm3;29/11/2019 20:24:26;429.9, 0.1, 360.8;8.3, -0.7, -13.1;0.0, 0.8, 0.0, -0.7;10
2;manelmm3;29/11/2019 20:24:27;431.1, 0.1, 356.9;-0.9, 1.4, -12.5;0.0, 0.1, 0.0, -1.0;10
2;manelmm3;29/11/2019 20:24:27;430.1, 0.8, 353.4;-5.2, 2.7, -10.3;-0.1, -0.3, 0.2, -0.9;10
2;manelmm3;29/11/2019 20:24:27;428.5, 1.8, 350.8;-5.3, 2.8, -8.2;-0.1, -0.3, 0.1, -0.9;10
2;manelmm3;29/11/2019 20:24:27;427.0, 2.4, 348.6;-4.7, 2.1, -5.5;-0.1, -0.4, 0.1, -0.9;10
2;manelmm3;29/11/2019 20:24:28;425.9, 3.1, 347.3;-2.9, 1.4, -3.4;-0.1, -0.4, 0.2, -0.9;10
2;manelmm3;29/11/2019 20:24:28;425.2, 3.5, 346.5;-1.4, 0.9, -1.8;-0.1, -0.4, 0.2, -0.9;10
2;manelmm3;29/11/2019 20:24:28;425.0, 3.6, 346.2;-0.1, 0.1, -0.3;-0.1, -0.4, 0.2, -0.9;10
2;manelmm3;29/11/2019 20:24:29;425.3, 3.5, 346.4;1.6, -1.0, 0.9;-0.1, -0.4, 0.2, -0.9;10
2;manelmm3;29/11/2019 20:24:29;426.1, 3.1, 346.8;3.7, -1.7, 1.6;-0.1, -0.4, 0.2, -0.9;10
2;manelmm3;29/11/2019 20:24:29;427.7, 2.4, 347.3;6.6, -2.6, 1.1;-0.1, -0.6, 0.1, -0.8;10
2;manelmm3;29/11/2019 20:24:30;430.1, 1.5, 347.2;9.0, -3.2, -1.4;-0.1, -0.7, 0.1, -0.7;10
2;manelmm3;29/11/2019 20:24:30;432.7, 0.5, 346.6;7.4, -1.6, -2.3;-0.1, -0.8, 0.1, -0.6;10
2;manelmm3;29/11/2019 20:24:30;435.2, 0.1, 345.8;8.5, -2.1, -2.9;0.0, -0.8, 0.0, -0.6;10
2;manelmm3;29/11/2019 20:24:31;437.7, 0.1, 344.4;7.6, -0.1, -6.2;0.0, -0.9, 0.0, -0.5;10
2;manelmm3;29/11/2019 20:24:31;439.7, 0.1, 341.8;5.1, 0.0, -10.0;0.0, -1.0, 0.0, -0.3;10
2;manelmm3;29/11/2019 20:24:31;441.0, 0.1, 338.5;4.1, 0.0, -11.6;0.0, -1.0, 0.0, -0.2;10
2;manelmm3;29/11/2019 20:24:31;442.2, 0.1, 334.9;4.0, 0.0, -12.3;0.0, -1.0, 0.0, -0.2;10
2;manelmm3;29/11/2019 20:24:32;443.2, 0.1, 331.0;2.3, 0.0, -13.6;0.0, -1.0, 0.0, -0.1;10
2;manelmm3;29/11/2019 20:24:32;443.7, 0.1, 326.4;0.0, 0.0, -14.7;0.0, -1.0, 0.0, 0.0;10
2;manelmm3;29/11/2019 20:24:32;442.7, 0.1, 322.0;-6.6, 0.0, -14.2;0.0, -1.0, 0.0, 0.2;10
2;manelmm3;29/11/2019 20:24:33;439.8, 0.1, 318.1;-11.4, 0.0, -12.8;0.0, -0.9, 0.0, 0.4;10
2;manelmm3;29/11/2019 20:24:33;436.2, 0.1, 314.1;-12.8, 0.0, -13.3;0.0, -0.9, 0.0, 0.4;10
2;manelmm3;29/11/2019 20:24:33;431.8, 0.1, 310.5;-16.5, 0.0, -10.2;0.0, -0.9, 0.0, 0.5;10
2;manelmm3;29/11/2019 20:24:34;426.6, 0.1, 307.5;-17.6, 0.0, -10.7;0.0, -0.9, 0.0, 0.5;10
2;manelmm3;29/11/2019 20:24:34;421.2, 0.1, 304.1;-18.6, 0.0, -11.7;0.0, -0.9, 0.0, 0.5;10
2;manelmm3;29/11/2019 20:24:34;415.1, 0.0, 300.2;-19.6, 0.0, -12.7;0.0, -0.9, 0.0, 0.5;10
2;manelmm3;29/11/2019 20:24:34;409.0, 0.0, 296.3;-20.6, 0.0, -13.6;0.0, -0.9, 0.0, 0.5;10
2;manelmm3;29/11/2019 20:24:35;402.7, 0.0, 292.1;-21.6, 0.0, -14.3;0.0, -0.9, 0.0, 0.5;10
2;manelmm3;29/11/2019 20:24:35;396.0, 0.0, 287.6;-22.5, 0.0, -15.0;0.0, -0.9, 0.0, 0.5;10
2;manelmm3;29/11/2019 20:24:35;389.1, 0.0, 283.0;-23.2, 0.0, -16.1;0.0, -0.9, 0.0, 0.5;10
2;manelmm3;29/11/2019 20:24:36;382.6, 0.1, 277.4;-20.0, 0.4, -21.1;0.0, -0.9, 0.0, 0.4;10
2;manelmm3;29/11/2019 20:24:36;376.8, 0.1, 270.1;-16.5, -0.2, -23.7;0.0, -1.0, 0.0, 0.3;10
2;manelmm3;29/11/2019 20:24:36;372.2, 0.0, 262.8;-14.6, 0.1, -25.4;0.0, -1.0, 0.0, 0.2;10
2;manelmm3;29/11/2019 20:24:37;367.9, 0.0, 254.9;-13.9, 0.0, -27.0;0.0, -1.0, 0.0, 0.2;10
2;manelmm3;29/11/2019 20:24:37;364.3, 0.1, 246.4;-10.5, 0.3, -29.5;0.0, -1.0, 0.0, 0.2;10
2;manelmm3;29/11/2019 20:24:37;361.6, 0.2, 237.4;-8.1, 0.2, -30.1;0.0, -1.0, 0.0, 0.1;10
2;manelmm3;29/11/2019 20:24:37;359.3, 0.1, 227.9;-5.9, -0.4, -29.5;0.0, -1.0, 0.0, 0.1;10
